p_pv;p_vue;p_ue;p_ut;p_ut_tot;t_ext
0.335235;0.277225806;0;0;0;30.46
0.2040825;0.211193548;0;0;0;30.33
0.265455;0.20183871;0;0;0;29.62
0.1170975;0.208935484;0;0;0;28.27
0.03822;0.223096774;0;0;0;28.53
0;0.256064516;0;0;0;26.06
0;0.268709677;0;0;0;23.56
0;0.277483871;0;0;0;21.17
0;0.292;0;0;0;19.9
0;0.226419355;0;0;0;18.77
0;0.187903226;0;0;0;17.88
0;0.166258065;0;0;0;17.05
0;0.159774194;0;0;0;16.44
0;0.158354839;0;0;0;15.98
0.00255;0.154322581;0;0;0;15.63
0.0528675;0.16416129;0;0;0;16.43
0.154305;0.171032258;0;0;0;19.99
0.3013275;0.190096774;0;0;0;22.87
0.1627275;0.17883871;0;0;0;23.81
0.1243725;0.193419355;0;0;0;24.71
0.29664;0.182387097;0;0;0;25.47
0.5825925;0.168935484;0;0;0;25.53
0.7446825;0.224935484;0;0;0;25.82
0.69063;0.29616129;0;0;0;25.4
0.56844;0.245935484;0;0;0;26
0.38454;0.271548387;0;0;0;25.13
0.1665675;0.176354839;0;0;0;25.45
0.1110675;0.227290323;0;0;0;25.03
0.0433125;0.192096774;0;0;0;24.26
0;0.204387097;0;0;0;23.5
0;0.337677419;0;0;0;23.17
0;0.33416129;0;0;0;22.68
0;0.338032258;0;0;0;22.42
0;0.27216129;0;0;0;21.56
0;0.205;0;0;0;20.15
0;0.166580645;0;0;0;18.92
0;0.169354839;0;0;0;17.55
0;0.164935484;0;0;0;16.59
0.009555;0.156870968;0;0;0;16.16
0.056055;0.161290323;0;0;0;17.37
0.1542;0.165387097;0;0;0;20.07
0.314235;0.162806452;0;0;0;22.69
0.4803675;0.205064516;0;0;0;23.64
0.6113925;0.221290323;0;0;0;24.21
0.7133175;0.20483871;0;0;0;24.79
0.752235;0.211548387;0;0;0;25.01
0.7489575;0.225451613;0;0;0;25.65
0.6663975;0.216516129;0;0;0;25.45
0.5828175;0.266903226;0;0;0;25.82
0.42612;0.211935484;0;0;0;25.89
0.2593125;0.199967742;0;0;0;25.54
0.116505;0.185677419;0;0;0;25.55
0.042675;0.247322581;0;0;0;25.09
0;0.363709677;0;0;0;23.87
0;0.425935484;0;0;0;22.94
0;0.467258065;0;0;0;21.89
0;0.369709677;0;0;0;21.37
0;0.292645161;0;0;0;20.94
0;0.219645161;0;0;0;20.87
0;0.183709677;0;0;0;20.09
0;0.173354839;0;0;0;20.01
0;0.178580645;0;0;0;19.93
0.001275;0.167870968;0;0;0;20.17
0.04395;0.186903226;0;0;0;20.42
0.1382025;0.172774194;0;0;0;21.22
0.28452;0.222935484;0;0;0;21.6
0.471885;0.252193548;0;0;0;21.87
0.601395;0.210677419;0;0;0;22.15
0.6989325;0.240032258;0;0;0;22.74
0.740565;0.277677419;0;0;0;23.83
0.737445;0.261612903;0;0;0;24.24
0.67461;0.284516129;0;0;0;24.55
0.566385;0.244741935;0;0;0;24.96
0.2524875;0.281322581;0;0;0;25.45
0.0813225;0.275225806;0;0;0;25.26
0.0204975;0.247677419;0;0;0;24.51
0.0127425;0.231677419;0;0;0;24.39
0;0.366;0;0;0;23.9
0;0.456612903;0;0;0;22.77
0;0.422354839;0;0;0;21.58
0;0.349193548;0;0;0;21.02
0;0.230225806;0;0;0;20.68
0;0.193967742;0;0;0;20.55
0;0.169483871;0;0;0;20.83
0;0.167032258;0;0;0;20.65
0;0.163387097;0;0;0;20.67
0.0019125;0.162903226;0;0;0;20.68
0.0465;0.174129032;0;0;0;20.69
0.147345;0.164709677;0;0;0;21.79
0.28554;0.190516129;0;0;0;21.96
0.45531;0.173354839;0;0;0;22.23
0.5659275;0.163580645;0;0;0;22.64
0.6801675;0.206935484;0;0;0;23.02
0.72453;0.197645161;0;0;0;23.47
0.5908275;0.198967742;0;0;0;23.99
0.57885;0.259516129;0;0;0;23.81
0.4589175;0.293516129;0;0;0;25.14
0.383475;0.258387097;0;0;0;25.4
0.2260125;0.210032258;0;0;0;25.85
0.0877425;0.218322581;0;0;0;25.54
0.042675;0.26416129;0;0;0;25.03
0;0.359612903;0;0;0;24.42
0;0.366709677;0;0;0;23.33
0;0.373967742;0;0;0;22.98
0;0.306516129;0;0;0;23.14
0;0.272709677;0;0;0;23.46
0;0.220290323;0;0;0;23.18
0;0.177290323;0;0;0;22.94
0;0.16383871;0;0;0;22.66
0;0.172483871;0;0;0;22.52
0.0031875;0.15983871;0;0;0;21.6
0.0554175;0.163774194;0;0;0;21.14
0.15159;0.170645161;0;0;0;22.2
0.3049125;0.201;0;0;0;22.11
0.46203;0.228967742;0;0;0;22.49
0.59457;0.195387097;0;0;0;23.01
0.698115;0.171451613;0;0;0;23.23
0.74466;0.205129032;0;0;0;23.6
0.741585;0.259774194;0;0;0;23.97
0.6786825;0.240387097;0;0;0;24.7
0.561555;0.200193548;0;0;0;25.12
0.37983;0.242709677;0;0;0;25.5
0.257025;0.238225806;0;0;0;25.13
0.1179675;0.217225806;0;0;0;24.76
0.0433125;0.217516129;0;0;0;24.39
0;0.260935484;0;0;0;24.02
0;0.340290323;0;0;0;23.65
0;0.344903226;0;0;0;23.28
0;0.261612903;0;0;0;22.9
0;0.228935484;0;0;0;22.53
0;0.208322581;0;0;0;22.16
0;0.201354839;0;0;0;21.79
0;0.188903226;0;0;0;21.42
0;0.201419355;0;0;0;21.05
0.001275;0.205516129;0;0;0;20.68
0.0554175;0.181870968;0;0;0;20.31
0.15033;0.172483871;0;0;0;19.94
0.30747;0.187870968;0;0;0;19.56
0.468435;0.242193548;0;0;0;22.99
0.610305;0.286935484;0;0;0;23.56
0.70248;0.222225806;0;0;0;24.21
0.7523925;0.241580645;0;0;0;24.82
0.74214;0.213677419;0;0;0;25.02
0.66828;0.208774194;0;0;0;25.31
0.534345;0.278870968;0;0;0;25.44
0.0389475;0.260612903;0;0;0;25.33
0.2378025;0.254967742;0;0;0;25.13
0.045105;0.269;0;0;0;24.66
0.0076425;0.253322581;0;0;0;23.91
0;0.286290323;0;0;0;23.46
0;0.355870968;0;0;0;22.17
0;0.360032258;0;0;0;20.01
0;0.380903226;0;0;0;18.63
0;0.246903226;0;0;0;18.17
0;0.188193548;0;0;0;18.42
0;0.174064516;0;0;0;18.35
0;0.153322581;0;0;0;18.09
0;0.146580645;0;0;0;17.58
0.001275;0.142225806;0;0;0;17.15
0.042675;0.162451613;0;0;0;16.75
0.1515525;0.15383871;0;0;0;17.44
0.3187425;0.226322581;0;0;0;16.94
0.481095;0.214967742;0;0;0;16.82
0.6213975;0.167516129;0;0;0;17.04
0.71607;0.190387097;0;0;0;17.66
0.7717875;0.21716129;0;0;0;18.88
0.764685;0.307258065;0;0;0;18.89
0.6966375;0.333967742;0;0;0;19.68
0.587415;0.231516129;0;0;0;20.38
0.447585;0.229032258;0;0;0;20.46
0.1878675;0.278483871;0;0;0;20.54
0.1132425;0.250806452;0;0;0;20.15
0.042675;0.311645161;0;0;0;19.79
0;0.309903226;0;0;0;19.08
0;0.343741935;0;0;0;18.63
0;0.372064516;0;0;0;18.11
0;0.340741935;0;0;0;17.5
0;0.282612903;0;0;0;17.42
0;0.292290323;0;0;0;17.3
0;0.242741935;0;0;0;16.85
0;0.216774194;0;0;0;16.66
0;0.184419355;0;0;0;16.46
0.001275;0.192193548;0;0;0;16.59
0.04905;0.177483871;0;0;0;17.08
0.1510575;0.21083871;0;0;0;17.24
0.3143025;0.216225806;0;0;0;18.01
0.47397;0.21783871;0;0;0;18.3
0.6154725;0.208258065;0;0;0;19.5
0.70899;0.179032258;0;0;0;20.23
0.7638825;0.151580645;0;0;0;20.9
0.757635;0.189483871;0;0;0;22.19
0.67974;0.239645161;0;0;0;22.83
0.5769075;0.269354839;0;0;0;23.13
0.439125;0.29783871;0;0;0;23.47
0.274515;0.306483871;0;0;0;23.47
0.115605;0.259032258;0;0;0;23.39
0.039495;0.259354839;0;0;0;22.94
0;0.291354839;0;0;0;23
0;0.345354839;0;0;0;22.28
0;0.328096774;0;0;0;21.53
0;0.270322581;0;0;0;21.34
0;0.280064516;0;0;0;20.91
0;0.191354839;0;0;0;20.48
0;0.194935484;0;0;0;19.92
0;0.177903226;0;0;0;19.48
0;0.152741935;0;0;0;19.17
0.001275;0.160645161;0;0;0;17.81
0.0496875;0.15716129;0;0;0;17.38
0.1289475;0.157677419;0;0;0;19.25
0.2922075;0.184096774;0;0;0;20.44
0.4182075;0.174322581;0;0;0;21.22
0.60663;0.191709677;0;0;0;22.34
0.70185;0.212870968;0;0;0;22.55
0.6869025;0.199258065;0;0;0;23.15
0.06765;0.210193548;0;0;0;23.41
0.3750825;0.285967742;0;0;0;24.13
0.5266425;0.301483871;0;0;0;23.54
0.0485175;0.265483871;0;0;0;22.33
0.0287025;0.220064516;0;0;0;22.53
0.11769;0.245774194;0;0;0;22.89
0.0146475;0.276387097;0;0;0;22.57
0;0.331870968;0;0;0;20.63
0;0.295806452;0;0;0;19.78
0;0.386290323;0;0;0;18.99
0;0.308967742;0;0;0;19.15
0;0.218096774;0;0;0;19.38
0;0.173645161;0;0;0;19.42
0;0.175741935;0;0;0;17.73
0;0.16216129;0;0;0;16.9
0;0.167709677;0;0;0;15.71
0.001275;0.153645161;0;0;0;14.44
0.045225;0.152483871;0;0;0;14.84
0.1492725;0.166193548;0;0;0;18.62
0.31161;0.227129032;0;0;0;21.02
0.473475;0.204645161;0;0;0;22.76
0.6151575;0.212709677;0;0;0;24.08
0.705675;0.197258065;0;0;0;25.24
0.75348;0.255806452;0;0;0;26
0.731145;0.20683871;0;0;0;26.77
0.67338;0.216;0;0;0;26.9
0.5784075;0.244193548;0;0;0;27.49
0.43809;0.220612903;0;0;0;27.42
0.26697;0.233096774;0;0;0;26.95
0.1118325;0.246419355;0;0;0;26.4
0.0420375;0.267451613;0;0;0;25.89
0;0.25983871;0;0;0;25.01
0;0.410354839;0;0;0;22.92
0;0.356483871;0;0;0;21.63
0;0.363258065;0;0;0;21.57
0;0.29183871;0;0;0;21.31
0;0.244193548;0;0;0;20.26
0;0.218032258;0;0;0;18.76
0;0.177612903;0;0;0;18.01
0;0.167322581;0;0;0;17.27
0.001275;0.166709677;0;0;0;16.4
0.042675;0.161032258;0;0;0;17.14
0.1490625;0.156;0;0;0;19.87
0.31143;0.198354839;0;0;0;21.46
0.4689075;0.212516129;0;0;0;22.06
0.6056025;0.261806452;0;0;0;23.28
0.709545;0.210032258;0;0;0;24.25
0.7574925;0.207870968;0;0;0;24.57
0.7513725;0.280903226;0;0;0;24.87
0.6913725;0.236322581;0;0;0;25.68
0.5897925;0.216967742;0;0;0;25.92
0.4398825;0.190258065;0;0;0;25.73
0.2770575;0.209064516;0;0;0;26.04
0.115275;0.195290323;0;0;0;25.55
0.03249;0.271935484;0;0;0;24.72
0;0.27716129;0;0;0;23.59
0;0.383709677;0;0;0;22.87
0;0.356870968;0;0;0;22.54
0;0.256677419;0;0;0;21.44
0;0.294225806;0;0;0;21.75
0;0.262774194;0;0;0;21.11
0;0.203709677;0;0;0;19.41
0;0.156870968;0;0;0;19.52
0;0.14983871;0;0;0;20.48
0.001275;0.142354839;0;0;0;20.3
0.05223;0.152;0;0;0;19.97
0.14826;0.155548387;0;0;0;20.07
0.3105;0.199903226;0;0;0;20.09
0.3283425;0.217580645;0;0;0;20.21
0.23979;0.21783871;0;0;0;21.02
0.3668175;0.226516129;0;0;0;21.41
0.4846275;0.215612903;0;0;0;22.7
0.51276;0.227419355;0;0;0;23.06
0.39012;0.321419355;0;0;0;22.38
0.1366725;0.269225806;0;0;0;22.77
0.3446775;0.319129032;0;0;0;22.17
0.269535;0.267709677;0;0;0;21.45
0.1184625;0.224548387;0;0;0;21.38
0.03312;0.314806452;0;0;0;21.35
0;0.327612903;0;0;0;20.44
0;0.340064516;0;0;0;19.65
0;0.403741935;0;0;0;18.86
0;0.349967742;0;0;0;18.26
0;0.267096774;0;0;0;18.29
0;0.229967742;0;0;0;18.86
0;0.190580645;0;0;0;18.85
0;0.190967742;0;0;0;18.56
0;0.174483871;0;0;0;17.7
0;0.143322581;0;0;0;17.25
0.0363075;0.144709677;0;0;0;17.23
0.1473075;0.165967742;0;0;0;18.77
0.3145425;0.202548387;0;0;0;19
0.47604;0.192225806;0;0;0;19.08
0.614325;0.166935484;0;0;0;19.12
0.6564825;0.172774194;0;0;0;19.84
0.6737625;0.154709677;0;0;0;20.5
0.74763;0.170419355;0;0;0;21.05
0.6955275;0.217322581;0;0;0;21.48
0.59088;0.226612903;0;0;0;21.85
0.44331;0.227903226;0;0;0;22.2
0.2789775;0.219806452;0;0;0;22.32
0.1154025;0.228129032;0;0;0;21.87
0.036945;0.242548387;0;0;0;21.59
0;0.319387097;0;0;0;20.56
0;0.281806452;0;0;0;19.92
0;0.313645161;0;0;0;19.37
0;0.269903226;0;0;0;19.31
0;0.261419355;0;0;0;19.24
0;0.219741935;0;0;0;18.84
0;0.186451613;0;0;0;18.7
0;0.158709677;0;0;0;18.55
0;0.150645161;0;0;0;18.42
0;0.150451613;0;0;0;18.3
0.05223;0.150419355;0;0;0;18.53
0.1461;0.166096774;0;0;0;19.27
0.3116775;0.18016129;0;0;0;19.77
0.469755;0.232451613;0;0;0;20.65
0.492135;0.222096774;0;0;0;20.94
0.6103575;0.240935484;0;0;0;21.94
0.7497975;0.209548387;0;0;0;22.99
0.7322775;0.166645161;0;0;0;23.86
0.6996225;0.176387097;0;0;0;24.14
0.5939325;0.265387097;0;0;0;24.77
0.39363;0.182548387;0;0;0;25
0.2483475;0.173967742;0;0;0;24.81
0.10755;0.178290323;0;0;0;24.47
0.0368175;0.174645161;0;0;0;23.99
0.0011175;0.204225806;0;0;0;22.27
0;0.284516129;0;0;0;20.87
0;0.304677419;0;0;0;19.77
0;0.322322581;0;0;0;18.94
0;0.24283871;0;0;0;18.05
0;0.249870968;0;0;0;17.66
0;0.152935484;0;0;0;17.04
0;0.160322581;0;0;0;17.36
0;0.149290323;0;0;0;16.48
0;0.140677419;0;0;0;15.93
0.0414075;0.144516129;0;0;0;16.74
0.1430625;0.149903226;0;0;0;19.97
0.19326;0.164516129;0;0;0;21.82
0.2527425;0.175322581;0;0;0;23.02
0.3234225;0.174258065;0;0;0;23.96
0.516465;0.152354839;0;0;0;24.89
0.497865;0.165225806;0;0;0;25.49
0.6650325;0.258;0;0;0;25.59
0.6458175;0.281322581;0;0;0;25.97
0.56286;0.248903226;0;0;0;26.72
0.4383675;0.314612903;0;0;0;26.95
0.2774625;0.218580645;0;0;0;26.35
0.116475;0.216064516;0;0;0;25.86
0.03822;0.208258065;0;0;0;25
0;0.225193548;0;0;0;23.7
0;0.302;0;0;0;22.08
0;0.338580645;0;0;0;20.42
0;0.296419355;0;0;0;19.89
0;0.273354839;0;0;0;18.86
0;0.221032258;0;0;0;18.29
0;0.205096774;0;0;0;17.27
0;0.173451613;0;0;0;16.77
0;0.155354839;0;0;0;16.18
0;0.145806452;0;0;0;15.55
0.04905;0.141967742;0;0;0;16.09
0.1424025;0.145;0;0;0;20.13
0.2958975;0.170354839;0;0;0;22.56
0.4506075;0.165419355;0;0;0;23.87
0.5703375;0.188870968;0;0;0;24.94
0.664335;0.27216129;0;0;0;25.95
0.6429225;0.221;0;0;0;26.61
0.665115;0.251612903;0;0;0;27.12
0.62619;0.182677419;0;0;0;27.56
0.5286;0.322935484;0;0;0;27.95
0.4323825;0.269225806;0;0;0;28.05
0.27033;0.225096774;0;0;0;27.36
0.1176075;0.254774194;0;0;0;26.93
0.0375825;0.243806452;0;0;0;25.99
0;0.268806452;0;0;0;24.99
0;0.252903226;0;0;0;22.44
0;0.307451613;0;0;0;21.1
0;0.37083871;0;0;0;20.04
0;0.34083871;0;0;0;19.22
0;0.308903226;0;0;0;18.7
0;0.227774194;0;0;0;18.34
0;0.188032258;0;0;0;18.29
0;0.17816129;0;0;0;18.28
0;0.185193548;0;0;0;18.48
0.0267525;0.17183871;0;0;0;19.19
0.06765;0.178935484;0;0;0;21.35
0.130935;0.202870968;0;0;0;23.4
0.414645;0.179290323;0;0;0;23.87
0.5631825;0.167258065;0;0;0;24.23
0.5512275;0.206677419;0;0;0;24.29
0.5627025;0.242096774;0;0;0;25.02
0.4621875;0.204774194;0;0;0;25.34
0.5186925;0.245741935;0;0;0;26.13
0.2864925;0.241258065;0;0;0;26.44
0.18219;0.213677419;0;0;0;26.67
0.1494825;0.252548387;0;0;0;26.54
0.1118925;0.275129032;0;0;0;26.07
0.0401325;0.249322581;0;0;0;24.99
0;0.298870968;0;0;0;24.01
0;0.356;0;0;0;23.11
0;0.420548387;0;0;0;22.53
0;0.302;0;0;0;21.95
0;0.220516129;0;0;0;20.91
0;0.18083871;0;0;0;20.64
0;0.170774194;0;0;0;20.23
0;0.162645161;0;0;0;20.07
0;0.147709677;0;0;0;20.74
0;0.150322581;0;0;0;20.98
0.039495;0.145645161;0;0;0;21.3
0.1435125;0.160419355;0;0;0;21.46
0.3006075;0.195032258;0;0;0;20.71
0.4594125;0.189225806;0;0;0;20.56
0.595695;0.193419355;0;0;0;20.87
0.635865;0.183741935;0;0;0;20.89
0.6609;0.209903226;0;0;0;21.05
0.503445;0.185193548;0;0;0;21.16
0.4587975;0.232129032;0;0;0;22.3
0.3053175;0.268258065;0;0;0;21.61
0.2295975;0.201741935;0;0;0;20.89
0.2199375;0.19483871;0;0;0;20.46
0.09495;0.194387097;0;0;0;21.06
0.0337575;0.220967742;0;0;0;21.13
0;0.27216129;0;0;0;20.39
0;0.373354839;0;0;0;19.21
0;0.304903226;0;0;0;18.68
0;0.311064516;0;0;0;18.63
0;0.22083871;0;0;0;18.64
0;0.208516129;0;0;0;18.93
0;0.170935484;0;0;0;19.07
0;0.160096774;0;0;0;18.74
0;0.145096774;0;0;0;18.44
0;0.153709677;0;0;0;18.35
0.04905;0.148483871;0;0;0;18.41
0.1377675;0.16;0;0;0;18.47
0.2912625;0.199258065;0;0;0;20.56
0.44037;0.144451613;0;0;0;21.85
0.5858625;0.125451613;0;0;0;23.13
0.6519675;0.15483871;0;0;0;24.26
0.726885;0.164580645;0;0;0;25.04
0.746355;0.158580645;0;0;0;25.64
0.684195;0.245806452;0;0;0;25.36
0.5608275;0.269096774;0;0;0;25.2
0.398505;0.229741935;0;0;0;25.37
0.23793;0.191806452;0;0;0;24.98
0.11796;0.201419355;0;0;0;24.78
0.03822;0.211612903;0;0;0;23.62
0;0.241741935;0;0;0;22.99
0;0.322580645;0;0;0;23.11
0;0.314419355;0;0;0;22.45
0;0.297870968;0;0;0;21.41
0;0.202354839;0;0;0;20.05
0;0.167193548;0;0;0;18.76
0;0.160032258;0;0;0;18.35
0;0.147354839;0;0;0;17.82
0;0.153225806;0;0;0;16.34
0;0.152;0;0;0;15.59
0.01401;0.148387097;0;0;0;15.84
0.141975;0.158935484;0;0;0;17.66
0.3039525;0.175193548;0;0;0;21.32
0.2735025;0.180387097;0;0;0;22.27
0.0936225;0.167387097;0;0;0;23.3
0.64422;0.15616129;0;0;0;23.91
0.735885;0.225516129;0;0;0;24.47
0.7551;0.273774194;0;0;0;24.88
0.6919125;0.213903226;0;0;0;24.9
0.5854725;0.226032258;0;0;0;24.89
0.43803;0.211548387;0;0;0;24.96
0.27381;0.193193548;0;0;0;24.99
0.1175775;0.19083871;0;0;0;24.22
0.0350325;0.192806452;0;0;0;23.58
0;0.256451613;0;0;0;23.4
0;0.24216129;0;0;0;22.88
0;0.294580645;0;0;0;22.35
0;0.283903226;0;0;0;21.81
0;0.210322581;0;0;0;21.16
0;0.168612903;0;0;0;19.97
0;0.158419355;0;0;0;19.1
0;0.153741935;0;0;0;18.17
0;0.15183871;0;0;0;17.47
0;0.156677419;0;0;0;17.55
0.0414075;0.151774194;0;0;0;17.95
0.1421925;0.153387097;0;0;0;18.42
0.30792;0.225870968;0;0;0;18.6
0.46914;0.224258065;0;0;0;18.76
0.6141825;0.243580645;0;0;0;19.18
0.7067175;0.263225806;0;0;0;19.85
0.7640625;0.27216129;0;0;0;20.53
0.7548825;0.222612903;0;0;0;20.93
0.6964725;0.187387097;0;0;0;22.3
0.5889525;0.214064516;0;0;0;22.65
0.4421775;0.247774194;0;0;0;22.47
0.27828;0.242483871;0;0;0;21.55
0.1157625;0.262580645;0;0;0;21.44
0.036945;0.260419355;0;0;0;21.19
0;0.306483871;0;0;0;20.16
0;0.205419355;0;0;0;19.6
0;0.191612903;0;0;0;19.53
0;0.166935484;0;0;0;19.15
0;0.129354839;0;0;0;18.59
0;0.153741935;0;0;0;18.35
0;0.106935484;0;0;0;17.97
0;0.096322581;0;0;0;17.85
0;0.086451613;0;0;0;17.47
0;0.091516129;0;0;0;17.47
0.0458625;0.094709677;0;0;0;17.49
0.1372125;0.097903226;0;0;0;17.66
0.282135;0.14916129;0;0;0;17.72
0.4442625;0.164419355;0;0;0;17.92
0.3129975;0.111387097;0;0;0;18.35
0.17289;0.144193548;0;0;0;18.98
0.6794625;0.132322581;0;0;0;19.58
0.057405;0.151870968;0;0;0;20.82
0.41298;0.164709677;0;0;0;21.16
0.12027;0.149387097;0;0;0;21.66
0.197115;0.165645161;0;0;0;21.67
0.2036175;0.123580645;0;0;0;20.82
0.0327975;0.207967742;0;0;0;20.55
0.0318525;0.250870968;0;0;0;21.01
0;0.252903226;0;0;0;19.85
0;0.163580645;0;0;0;18.14
0;0.203741935;0;0;0;16.31
0;0.190645161;0;0;0;14.73
0;0.157290323;0;0;0;13.8
0;0.119258065;0;0;0;13.01
0;0.10583871;0;0;0;12.99
0;0.100516129;0;0;0;12.72
0;0.091322581;0;0;0;12.33
0;0.103290323;0;0;0;12.02
0.0388575;0.090483871;0;0;0;12.29
0.141135;0.103677419;0;0;0;15.17
0.3107925;0.109612903;0;0;0;17.92
0.4711125;0.115612903;0;0;0;19.62
0.6136875;0.161709677;0;0;0;20.59
0.71439;0.200129032;0;0;0;21.31
0.7686975;0.150645161;0;0;0;22.01
0.7636275;0.157;0;0;0;22.61
0.7041525;0.19283871;0;0;0;22.83
0.595305;0.165967742;0;0;0;22.79
0.4443;0.169741935;0;0;0;22.79
0.28119;0.206645161;0;0;0;22.68
0.115035;0.171516129;0;0;0;21.96
0.03312;0.190451613;0;0;0;21.18
0;0.233483871;0;0;0;19.55
0;0.288193548;0;0;0;18.13
0;0.349677419;0;0;0;17.09
0;0.226580645;0;0;0;17.09
0;0.205870968;0;0;0;17.6
0;0.195483871;0;0;0;17.91
0;0.183580645;0;0;0;17.56
0;0.170612903;0;0;0;17.4
0;0.159806452;0;0;0;17.11
0;0.165483871;0;0;0;16.64
0.034395;0.16083871;0;0;0;16.42
0.1408575;0.168451613;0;0;0;16.58
0.3090075;0.169193548;0;0;0;16.69
0.4728075;0.170322581;0;0;0;17.11
0.61431;0.232548387;0;0;0;17.09
0.71103;0.20483871;0;0;0;17.3
0.76533;0.21783871;0;0;0;16.92
0.76029;0.276935484;0;0;0;16.54
0.69768;0.275322581;0;0;0;16.01
0.595995;0.260967742;0;0;0;15.81
0.4448325;0.259709677;0;0;0;17.29
0.2808975;0.249709677;0;0;0;17.22
0.1148925;0.259322581;0;0;0;17.1
0.03312;0.277258065;0;0;0;16.9
0;0.402290323;0;0;0;16.42
0;0.347870968;0;0;0;16.15
0;0.370645161;0;0;0;15.35
0;0.343612903;0;0;0;14.86
0;0.228064516;0;0;0;13.43
0;0.181;0;0;0;11.65
0;0.156516129;0;0;0;10.24
0;0.164387097;0;0;0;9.6
0;0.148129032;0;0;0;9.35
0;0.157419355;0;0;0;9.17
0.0363075;0.161967742;0;0;0;9.75
0.1398675;0.180612903;0;0;0;13.38
0.3087;0.207741935;0;0;0;17.17
0.4725975;0.203580645;0;0;0;19.43
0.61419;0.188451613;0;0;0;21.17
0.7117725;0.254387097;0;0;0;22.56
0.7619625;0.21783871;0;0;0;23.74
0.7569375;0.195870968;0;0;0;24.47
0.69438;0.227548387;0;0;0;25.01
0.590715;0.232258065;0;0;0;25.31
0.4427625;0.318935484;0;0;0;25.35
0.279255;0.32316129;0;0;0;25.22
0.11487;0.282580645;0;0;0;24.87
0.034395;0.297806452;0;0;0;24.31
0;0.331451613;0;0;0;22.3
0;0.418967742;0;0;0;21.36
0;0.492645161;0;0;0;19.16
0;0.411193548;0;0;0;17.14
0;0.346806452;0;0;0;15.06
0;0.307064516;0;0;0;13.05
0;0.268774194;0;0;0;12.01
0;0.238677419;0;0;0;11.57
0;0.216483871;0;0;0;11.11
0;0.210806452;0;0;0;10.71
0.015285;0.191774194;0;0;0;11.15
0.1392975;0.189096774;0;0;0;14.75
0.1907925;0.234870968;0;0;0;18.47
0.4810275;0.234935484;0;0;0;19.74
0.58566;0.258129032;0;0;0;20.8
0.6484575;0.245354839;0;0;0;21.65
0.6896475;0.257419355;0;0;0;22.45
0.665415;0.256516129;0;0;0;23.23
0.6180975;0.268709677;0;0;0;23.78
0.48414;0.210096774;0;0;0;23.92
0.3968175;0.23383871;0;0;0;24.04
0.272145;0.215193548;0;0;0;23.81
0.1150425;0.230322581;0;0;0;23.26
0.0350325;0.286516129;0;0;0;22.24
0;0.390096774;0;0;0;20.58
0;0.446129032;0;0;0;21.36
0;0.392258065;0;0;0;20.76
0;0.367935484;0;0;0;18.81
0;0.284645161;0;0;0;16.12
0;0.194870968;0;0;0;14.23
0;0.205322581;0;0;0;12.84
0;0.181129032;0;0;0;12.2
0;0.181645161;0;0;0;11.79
0;0.184709677;0;0;0;11.41
0.00828;0.185290323;0;0;0;11.97
0.086565;0.186096774;0;0;0;15.08
0.280695;0.179935484;0;0;0;18.55
0.4399575;0.21083871;0;0;0;21.07
0.379965;0.192483871;0;0;0;22.27
0.6231525;0.247709677;0;0;0;23.1
0.5857575;0.226677419;0;0;0;23.85
0.4462425;0.247903226;0;0;0;24.03
0.5398125;0.27116129;0;0;0;24.17
0.45753;0.270419355;0;0;0;24.21
0.3476625;0.265645161;0;0;0;24.11
0.128025;0.265419355;0;0;0;23.78
0.1140675;0.245774194;0;0;0;23.2
0.034395;0.26683871;0;0;0;22.13
0;0.331645161;0;0;0;20.62
0;0.451032258;0;0;0;20.74
0;0.452516129;0;0;0;19.55
0;0.425967742;0;0;0;18.42
0;0.355483871;0;0;0;17.87
0;0.278580645;0;0;0;16.78
0;0.243967742;0;0;0;16.26
0;0.211677419;0;0;0;15.84
0;0.208903226;0;0;0;15.45
0;0.198483871;0;0;0;14.94
0.0414075;0.193516129;0;0;0;14.34
0.1302525;0.172870968;0;0;0;16.35
0.282885;0.220935484;0;0;0;19.74
0.4374075;0.252483871;0;0;0;21.13
0.5786925;0.234064516;0;0;0;22.19
0.6695475;0.212225806;0;0;0;22.86
0.537795;0.207387097;0;0;0;23.24
0.27342;0.196903226;0;0;0;22.57
0.24906;0.247193548;0;0;0;23.47
0.0949875;0.249;0;0;0;23.72
0.15465;0.236806452;0;0;0;22.49
0.16347;0.291354839;0;0;0;23.26
0.1129575;0.361354839;0;0;0;23.36
0.0337575;0.422322581;0;0;0;22.63
0;0.339193548;0;0;0;20.26
0;0.373612903;0;0;0;19.17
0;0.435645161;0;0;0;16.39
0;0.382483871;0;0;0;15.98
0;0.302129032;0;0;0;16.59
0;0.258548387;0;0;0;14.74
0;0.233290323;0;0;0;13.43
0;0.193741935;0;0;0;12.06
0;0.184548387;0;0;0;10.89
0;0.173096774;0;0;0;10.39
0.0388575;0.174935484;0;0;0;10.71
0.1371975;0.164580645;0;0;0;13.91
0.30471;0.200612903;0;0;0;17.19
0.4660425;0.23983871;0;0;0;18.86
0.6086925;0.220677419;0;0;0;20.22
0.705225;0.251741935;0;0;0;21.39
0.716925;0.226354839;0;0;0;22.26
0.6951375;0.296677419;0;0;0;23.03
0.6809625;0.305741935;0;0;0;23.69
