p_pv;p_vue;p_ue;p_ut;p_ut_tot;t_ext
0.0693525;0.202322581;0;0;0;14.66
0;0.223387097;0;2.1242;84.968;13.08
0;0.344741935;0;2.400675;96.027;13.41
0;0.405548387;0;2.6795;107.18;12.87
0;0.349258065;0;2.62325;104.93;12.35
0;0.23883871;0;2.567;102.68;10.83
0;0.172290323;0;0;0;9.34
0;0.150419355;0;0;0;7.7
0;0.122677419;0;0;0;6.25
0;0.113193548;0;0;0;5.16
0;0.119967742;0;0;0;4.78
0;0.122096774;0;0;0;4.81
0.0127425;0.140709677;0;0;0;4.76
0.1320975;0.148225806;0;0;0;6.82
0.3181125;0.235;0;0;0;9.86
0.5013225;0.252483871;0;0;0;11.72
0.648405;0.251741935;0;0;0;12.58
0.753945;0.255419355;0;0;0;13.11
0.8040975;0.228354839;0;0;0;13.79
0.788175;0.253096774;0;0;0;14.17
0.7247325;0.288806452;0;0;0;14.67
0.5956425;0.371354839;0;0;0;14.89
0.4328475;0.362419355;0;0;0;14.78
0.24459;0.283064516;0;0;0;14.55
0.07026;0.327516129;0;0;0;13.93
0;0.267935484;0;0;0;13.02
0;0.492870968;0;0;0;12.9
0;0.434225806;0;0;0;12.42
0;0.364290323;0;0;0;12.11
0;0.386387097;0;0;0;11.47
0;0.221096774;0;0;0;11.39
0;0.171967742;0;0;0;10.92
0;0.143;0;0;0;9.6
0;0.127612903;0;0;0;7.58
0;0.125064516;0;0;0;6.28
0;0.125612903;0;0;0;6.2
0.0146475;0.128064516;0;0;0;6.65
0.1310925;0.130516129;0;0;0;7.31
0.3180975;0.168451613;0;0;0;12.2
0.4888425;0.203354839;0;0;0;14.07
0.648825;0.216935484;0;0;0;15.05
0.7593675;0.281225806;0;0;0;15.47
0.8086575;0.257032258;0;0;0;15.45
0.7875375;0.311903226;0;0;0;15.72
0.724935;0.324903226;0;0;0;15.81
0.5959275;0.30483871;0;0;0;16.1
0.43527;0.234322581;0;0;0;16.13
0.2460825;0.210290323;0;0;0;16.14
0.07053;0.317806452;0;0;0;15.64
0;0.302129032;0;0;0;15.37
0;0.363709677;0;0;0;15.02
0;0.43583871;0;0;0;13.85
0;0.275935484;0;0;0;11.44
0;0.318548387;0;0;0;10.43
0;0.227451613;0;0;0;9.7
0;0.205032258;0;0;0;8.79
0;0.145967742;0;0;0;8.32
0;0.126774194;0;0;0;7.75
0;0.118806452;0;0;0;7.35
0;0.119677419;0;0;0;6.81
0.0050925;0.126290323;0;0;0;6.82
0.0638925;0.140483871;0;0;0;8.47
0.069015;0.142774194;0;0;0;12.2
0.1328175;0.243451613;0;0;0;14.87
0.1693875;0.237741935;0;0;0;15.42
0.418335;0.245741935;0;0;0;15.84
0.3038925;0.231193548;0;0;0;16.17
0.2464275;0.23083871;0;0;0;16.91
0.182085;0.270451613;0;0;0;17.3
0.488115;0.309451613;0;0;0;17.45
0.28671;0.210612903;0;0;0;17.37
0.1432425;0.212258065;0;0;0;16.79
0.06207;0.224935484;0;0;0;15.92
0;0.330580645;0;0;0;15.2
0;0.404483871;0;0;0;13.57
0;0.451645161;0;0;0;12.49
0;0.361645161;0;0;0;11.4
0;0.324516129;0;0;0;10.64
0;0.265225806;0;0;0;10.38
0;0.157612903;0;0;0;10.16
0;0.133903226;0;0;0;9.65
0;0.128516129;0;0;0;9.37
0;0.135709677;0;0;0;8.71
0;0.13016129;0;0;0;7.98
0.0031875;0.125193548;0;0;0;7.38
0.08589;0.13183871;0;0;0;9.46
0.0826875;0.167419355;0;0;0;13.75
0.1433175;0.21716129;0;0;0;14.46
0.123;0.164806452;0;0;0;15.11
0.0840525;0.214612903;0;0;0;16.02
0.0915675;0.149741935;0;0;0;16.48
0.057405;0.16116129;0;0;0;16.84
0.0485175;0.225064516;0;0;0;17.6
0.0457875;0.212870968;0;0;0;18.01
0.0410025;0.238935484;0;0;0;18.16
0.0273375;0.170032258;0;0;0;17.95
0.0239175;0.228741935;0;0;0;17.16
0;0.269193548;0;0;0;15.76
0;0.338193548;0;0;0;16.02
0;0.330193548;0;0;0;14.67
0;0.336032258;0;0;0;11.85
0;0.325032258;0;0;0;9.76
0;0.192258065;0;0;0;8.23
0;0.167354839;0;0;0;6.89
0;0.133870968;0;0;0;6.37
0;0.12983871;0;0;0;6.07
0;0.12;0;0;0;5.34
0;0.122516129;0;0;0;5.08
0.0031875;0.126612903;0;0;0;4.83
0.1259775;0.143064516;0;0;0;6.98
0.259725;0.183548387;0;0;0;13.47
0.3609525;0.197290323;0;0;0;16.29
0.39975;0.158483871;0;0;0;17.14
0.694665;0.167516129;0;0;0;17.97
0.7236825;0.250935484;0;0;0;18.45
0.5764275;0.224709677;0;0;0;18.76
0.1772925;0.235354839;0;0;0;18.93
0.1380375;0.24;0;0;0;19.06
0.205425;0.199096774;0;0;0;19.02
0.092475;0.227;0;0;0;18.67
0.019815;0.175096774;0;0;0;17.93
0;0.249580645;0;0;0;16.16
0;0.378290323;0;0;0;14.23
0;0.358806452;0;0;0;11.74
0;0.387548387;0;0;0;10.42
0;0.281258065;0;0;0;9.83
0;0.170935484;0;0;0;9.23
0;0.132064516;0;0;0;8.46
0;0.127677419;0;0;0;8.12
0;0.112;0;0;0;8.1
0;0.122322581;0;0;0;8.1
0;0.130806452;0;0;0;7.98
0.0197475;0.126677419;0;0;0;7.84
0.013665;0.148967742;0;0;0;8.8
0.0498825;0.196322581;0;0;0;13.63
0.1432875;0.197903226;0;0;0;17.01
0.075855;0.151354839;0;0;0;17.35
0.0738;0.150258065;0;0;0;17.64
0.10455;0.147645161;0;0;0;18.65
0.28326;0.22483871;0;0;0;19.2
0.123;0.206419355;0;0;0;19.53
0.0765375;0.219483871;0;0;0;19.64
0.1302375;0.187870968;0;0;0;19.15
0.0779625;0.174967742;0;0;0;18.6
0.0474975;0.177419355;0;0;0;17.57
0;0.206258065;0;0;0;16.9
0;0.350870968;0;0;0;14.43
0;0.436548387;0;0;0;12.43
0;0.372580645;0;0;0;11.06
0;0.266870968;0;0;0;10.35
0;0.221387097;0;0;0;10.49
0;0.144225806;0;0;0;10.1
0;0.120258065;0;0;0;9.85
0;0.116903226;0;0;0;10.17
0;0.127096774;0;0;0;10.21
0;0.125387097;0;0;0;10.01
0.01083;0.146548387;0;0;0;9.63
0.0314325;0.158419355;0;0;0;11.1
0.14286;0.165741935;0;0;0;13.75
0.1677075;0.207612903;0;0;0;15.38
0.224175;0.202225806;0;0;0;16.04
0.6963825;0.261935484;0;0;0;16.41
0.6587625;0.219129032;0;0;0;17.28
0.706995;0.213967742;0;0;0;17.72
0.6476325;0.232032258;0;0;0;18.04
0.58455;0.280258065;0;0;0;18.01
0.437715;0.235419355;0;0;0;17.2
0.231045;0.198387097;0;0;0;16.84
0.073575;0.183419355;0;0;0;15.68
0;0.199967742;0;0;0;13.98
0;0.320096774;0;0;0;12.83
0;0.433032258;0;0;0;11.98
0;0.320677419;0;0;0;11.64
0;0.253096774;0;0;0;11.34
0;0.204064516;0;0;0;11.03
0;0.158806452;0;0;0;10.79
0;0.12783871;0;0;0;10.08
0;0.127806452;0;0;0;9.88
0;0.121483871;0;0;0;9.73
0;0.131709677;0;0;0;9.64
0.022935;0.11883871;0;0;0;9.52
0.14037;0.141354839;0;0;0;9.67
0.3329475;0.235580645;0;0;0;10.76
0.525825;0.282032258;0;0;0;11.32
0.6783225;0.215096774;0;0;0;11.94
0.7857;0.210903226;0;0;0;12.13
0.8453025;0.248387097;0;0;0;12.09
0.82221;0.229064516;0;0;0;12.68
0.73944;0.24516129;0;0;0;12.16
0.6051825;0.249290323;0;0;0;12.06
0.439935;0.208677419;0;0;0;11.87
0.2509275;0.244354839;0;0;0;11.88
0.0742575;0.207290323;0;0;0;11.58
0;0.171419355;0;0;0;11.3
0;0.329483871;0;0;0;11.01
0;0.347935484;0;0;0;10.96
0;0.362064516;0;0;0;10.81
0;0.290096774;0;0;0;10.6
0;0.231225806;0;0;0;10.66
0;0.168322581;0;0;0;10.94
0;0.158322581;0;0;0;10.89
0;0.155548387;0;0;0;10.85
0;0.127935484;0;0;0;10.74
0;0.124645161;0;0;0;10.57
0.023565;0.124580645;0;0;0;10.51
0.1460775;0.128677419;0;0;0;10.38
0.33606;0.156451613;0;0;0;11.28
0.522;0.243354839;0;0;0;11.64
0.67218;0.233064516;0;0;0;12.16
0.7735575;0.260225806;0;0;0;12.76
0.82248;0.202258065;0;0;0;12.81
0.8041125;0.254677419;0;0;0;13.17
0.7310925;0.254935484;0;0;0;13.01
0.601035;0.274967742;0;0;0;13.36
0.4119;0.237903226;0;0;0;13.86
0.2438775;0.223354839;0;0;0;13.84
0.074655;0.232032258;0;0;0;13.5
0;0.21516129;0;0;0;12.63
0;0.345645161;0;0;0;11.96
0;0.361064516;0;0;0;10.95
0;0.353483871;0;0;0;10.43
0;0.353387097;0;0;0;9.96
0;0.272709677;0;0;0;9.34
0;0.190322581;0;0;0;9.18
0;0.159645161;0;0;0;8.99
0;0.143580645;0;0;0;8.91
0;0.163096774;0;0;0;8.73
0;0.153967742;0;0;0;8.57
0.0242025;0.162774194;0;0;0;8.49
0.0847425;0.149677419;0;0;0;9.35
0.2092575;0.179806452;0;0;0;9.83
0.3685875;0.229935484;0;0;0;10.91
0.491655;0.277387097;0;0;0;11.85
0.5969475;0.328;0;0;0;12.07
0.7651875;0.293290323;0;0;0;12.1
0.781635;0.302967742;0;0;0;11.91
0.702075;0.216645161;0;0;0;12.13
0.44037;0.300354839;0;0;0;12.27
0.3514275;0.218322581;0;0;0;12.36
0.20541;0.229419355;0;0;0;11.89
0.07227;0.193064516;0;0;0;11.67
0;0.242935484;0;0;0;11.17
0;0.357322581;0;0;0;10.82
0;0.409258065;0;0;0;10.63
0;0.309774194;0;0;0;10.54
0;0.252516129;0;0;0;10.43
0;0.203129032;0;0;0;10.17
0;0.146516129;0;0;0;10.11
0;0.122677419;0;0;0;9.86
0;0.129387097;0;0;0;10.32
0;0.131451613;0;0;0;10.37
0;0.151129032;0;0;0;10.3
0.02484;0.139322581;0;0;0;10.35
0.150915;0.152193548;0;0;0;10.68
0.3385425;0.194548387;0;0;0;12.53
0.520635;0.228419355;0;0;0;13.96
0.673065;0.214516129;0;0;0;15.01
0.7780575;0.230064516;0;0;0;15.98
0.829875;0.204709677;0;0;0;16.79
0.79509;0.205483871;0;0;0;17.54
0.679605;0.226258065;0;0;0;18.55
0.5843475;0.239258065;0;0;0;18.11
0.37083;0.214419355;0;0;0;16.06
0.1530375;0.189967742;0;0;0;15.5
0.075465;0.179774194;0;0;0;14.35
0;0.227387097;0;0;0;13.26
0;0.388483871;0;0;0;14.03
0;0.411225806;0;0;0;13.38
0;0.346677419;0;0;0;11.62
0;0.276258065;0;0;0;8.63
0;0.208967742;0;0;0;6.66
0;0.176354839;0;0;0;5.63
0;0.151483871;0;0;0;5.12
0;0.142129032;0;0;0;4.76
0;0.141032258;0;0;0;4.45
0;0.13816129;0;0;0;4.19
0.0044625;0.155709677;0;0;0;4.25
0.01572;0.161064516;0;0;0;6.85
0.060135;0.20216129;0;0;0;12.37
0.0375825;0.209774194;0;0;0;14.78
0.051255;0.216677419;0;0;0;16.42
0.0949875;0.193096774;0;0;0;17.73
0.10524;0.241419355;0;0;0;18.78
0.1086525;0.222129032;0;0;0;19.62
0.0888375;0.186225806;0;0;0;20.19
0.1291575;0.187870968;0;0;0;19.92
0.0731175;0.248;0;0;0;20.05
0.0239175;0.181096774;0;0;0;19.82
0.044715;0.20883871;0;0;0;19.05
0;0.199806452;0;0;0;17.33
0;0.325483871;0;0;0;16.42
0;0.375387097;0;0;0;16.15
0;0.341903226;0;0;0;15.21
0;0.266580645;0;0;0;11.42
0;0.233774194;0;0;0;8.86
0;0.201903226;0;0;0;7.48
0;0.15216129;0;0;0;6.11
0;0.148096774;0;0;0;5.23
0;0.139225806;0;0;0;4.58
0;0.145774194;0;0;0;4.26
0.00828;0.149032258;0;0;0;4.27
0.057405;0.162645161;0;0;0;6.95
0.056715;0.179612903;0;0;0;12.57
0.0977175;0.227580645;0;0;0;14.05
0.1551225;0.216935484;0;0;0;15.19
0.21501;0.200387097;0;0;0;16.15
0.3784125;0.152096774;0;0;0;16.77
0.3909;0.279709677;0;0;0;17.2
0.21183;0.242967742;0;0;0;17.41
0.0621825;0.180354839;0;0;0;17.45
0.0615;0.171483871;0;0;0;16.95
0.05535;0.223193548;0;0;0;16.31
0.0440325;0.196741935;0;0;0;15.34
0;0.294677419;0;0;0;13.74
0;0.396903226;0;0;0;11.87
0;0.448419355;0;0;0;9.6
0;0.297580645;0;0;0;8.33
0;0.268774194;0;0;0;6.77
0;0.178096774;0;0;0;5.31
0;0.139741935;0;0;0;4.3
0;0.129903226;0;0;0;3.55
0;0.125419355;0;0;0;3.01
0;0.127290323;0;0;0;2.55
0;0.138709677;0;0;0;2.17
0.0293025;0.147612903;0;0;0;2.19
0.15627;0.16883871;0;0;0;5.3
0.34866;0.207967742;0;0;0;10.9
0.525945;0.200064516;0;0;0;12.88
0.688635;0.182;0;0;0;14.34
0.79473;0.156096774;0;0;0;15.3
0.8436225;0.175322581;0;0;0;16
0.8023875;0.272096774;0;0;0;16.62
0.300225;0.250612903;0;0;0;16.99
0.1706025;0.268387097;0;0;0;17.04
0.4329825;0.224129032;0;0;0;17.03
0.1631025;0.18516129;0;0;0;16.52
0.066225;0.22583871;0;0;0;15.67
0.001275;0.201064516;0;0;0;14.13
0;0.337709677;0;0;0;13.62
0;0.352451613;0;0;0;13.03
0;0.399032258;0;0;0;10.08
0;0.306967742;0;0;0;7.97
0;0.216354839;0;0;0;6.59
0;0.147870968;0;0;0;5.39
0;0.124741935;0;0;0;4.97
0;0.126322581;0;0;0;4.57
0;0.118935484;0;0;0;4.14
0;0.145612903;0;0;0;3.68
0.02484;0.140580645;0;0;0;3.7
0.0164025;0.13383871;0;0;0;6.54
0.056715;0.205290323;0;0;0;12.16
0.147105;0.193677419;0;0;0;14.83
0.0765375;0.189774194;0;0;0;16.49
0.07107;0.228677419;0;0;0;17.66
0.0779025;0.238677419;0;0;0;18.61
0.115485;0.225129032;0;0;0;19.43
0.0826875;0.277387097;0;0;0;20.02
0.127785;0.207612903;0;0;0;20.38
0.44598;0.245419355;0;0;0;20.33
0.259095;0.184580645;0;0;0;17.85
0.07662;0.21616129;0;0;0;17.09
0.001275;0.301645161;0;0;0;16.33
0;0.356677419;0;0;0;15.57
0;0.359354839;0;0;0;14.81
0;0.314741935;0;0;0;14.05
0;0.229032258;0;0;0;13.29
0;0.231612903;0;0;0;12.53
0;0.156870968;0;0;0;11.77
0;0.129580645;0;0;0;11.01
0;0.117645161;0;0;0;10.25
0;0.128322581;0;0;0;9.49
0;0.142645161;0;0;0;8.74
0.017835;0.136225806;0;0;0;7.98
0.0498825;0.127677419;0;0;0;7.22
0.1815975;0.139096774;0;0;0;6.46
0.32172;0.212677419;0;0;0;14.73
0.3387075;0.166967742;0;0;0;15.88
0.29982;0.208354839;0;0;0;17.06
0.344355;0.252290323;0;0;0;17.71
0.2427825;0.253290323;0;0;0;18.84
0.39969;0.252516129;0;0;0;19.85
0.415335;0.297806452;0;0;0;20.38
0.263715;0.249806452;0;0;0;20.19
0.0580875;0.226516129;0;0;0;19.62
0.01845;0.305709677;0;0;0;18.98
0.00573;0.289935484;0;0;0;18.39
0;0.343129032;0;0;0;17.95
0;0.47883871;0;0;0;15.94
0;0.310935484;0;0;0;15.04
0;0.30883871;0;0;0;14.63
0;0.210193548;0;0;0;13.99
0;0.166387097;0;0;0;11.88
0;0.14183871;0;0;0;9.73
0;0.14;0;0;0;8.59
0;0.151096774;0;0;0;8.25
0;0.139193548;0;0;0;8.35
0.007005;0.160870968;0;0;0;8.25
0.0348525;0.144580645;0;0;0;10.88
0.02802;0.170129032;0;0;0;14.75
0.1725975;0.194935484;0;0;0;16.17
0.193635;0.309580645;0;0;0;16.92
0.2963325;0.265129032;0;0;0;17.55
0.218115;0.204580645;0;0;0;18.21
0.109335;0.317096774;0;0;0;18.49
0.1918275;0.197451613;0;0;0;18.56
0.04305;0.224516129;0;0;0;18.78
0.0594525;0.163290323;0;0;0;18.7
0.2414325;0.202451613;0;0;0;17.54
0.0123;0.21583871;0;0;0;16.89
0.0019125;0.273419355;0;0;0;16.34
0;0.344354839;0;0;0;15.55
0;0.353580645;0;0;0;15.14
0;0.247806452;0;0;0;13.67
0;0.198548387;0;0;0;13.35
0;0.187677419;0;0;0;12.86
0;0.149548387;0;0;0;10.7
0;0.145032258;0;0;0;9.22
0;0.133387097;0;0;0;9.28
0;0.125483871;0;0;0;8.49
0;0.123774194;0;0;0;8.03
0.0101925;0.148290323;0;0;0;8.16
0.072075;0.204;0;0;0;11.06
0.0751725;0.22616129;0;0;0;13.96
0.2327925;0.223870968;0;0;0;15.31
0.3228225;0.18983871;0;0;0;16.95
0.5593275;0.239645161;0;0;0;18.31
0.70533;0.198612903;0;0;0;18.57
0.652785;0.211193548;0;0;0;19.37
0.44823;0.235;0;0;0;19.54
0.223965;0.224064516;0;0;0;19.47
0.053985;0.218483871;0;0;0;19.13
0.0225525;0.143741935;0;0;0;19.25
0.023235;0.15383871;0;0;0;18.99
0.00828;0.196129032;0;0;0;18.03
0;0.302419355;0;0;0;17.62
0;0.289967742;0;0;0;16.81
0;0.352258065;0;0;0;13.6
0;0.260387097;0;0;0;11.89
0;0.249580645;0;0;0;10.34
0;0.166516129;0;0;0;9.19
0;0.158483871;0;0;0;8.85
0;0.146096774;0;0;0;8.79
0;0.142225806;0;0;0;8.57
0;0.137419355;0;0;0;9.46
0.00573;0.152516129;0;0;0;9.92
0.01845;0.204387097;0;0;0;11.37
0.02802;0.201032258;0;0;0;13.45
0.0389475;0.186548387;0;0;0;14.67
0.0765375;0.181774194;0;0;0;15.63
0.0533025;0.187354839;0;0;0;16.36
0.0621825;0.20316129;0;0;0;16.78
0.0703875;0.177129032;0;0;0;17.43
0.0731175;0.183290323;0;0;0;17.52
0.0437325;0.215709677;0;0;0;17.8
0.1038675;0.183903226;0;0;0;17.94
0.047835;0.160774194;0;0;0;17.72
0.0327975;0.178322581;0;0;0;17.31
0.0089175;0.195032258;0;0;0;16.59
0;0.224483871;0;0;0;15.72
0;0.309064516;0;0;0;15.63
0;0.331645161;0;0;0;14.6
0;0.275612903;0;0;0;12.98
0;0.220645161;0;0;0;11.89
0;0.171064516;0;0;0;11.99
0;0.150290323;0;0;0;11.74
0;0.150645161;0;0;0;11.45
0;0.152129032;0;0;0;11.46
0;0.147935484;0;0;0;11.29
0.0254775;0.151354839;0;0;0;10.98
0.017085;0.181774194;0;0;0;10.79
0.19215;0.182548387;0;0;0;11.44
0.3960225;0.252645161;0;0;0;11.52
0.3843675;0.190870968;0;0;0;11.72
0.54588;0.183483871;0;0;0;12.69
0.519915;0.187612903;0;0;0;13.25
0.341535;0.209258065;0;0;0;14.02
0.589395;0.234290323;0;0;0;14.33
0.360465;0.233967742;0;0;0;15.05
0.16593;0.223645161;0;0;0;15.01
0.08337;0.167290323;0;0;0;14.97
0.025965;0.174806452;0;0;0;15
0.00828;0.203419355;0;0;0;14.63
0;0.389903226;0;0;0;14.06
0;0.302193548;0;0;0;12.71
0;0.343709677;0;0;0;12.07
0;0.269064516;0;0;0;11.93
0;0.169774194;0;0;0;11.53
0;0.160870968;0;0;0;11.6
0;0.157677419;0;0;0;11.74
0;0.151645161;0;0;0;11.67
0;0.14383871;0;0;0;11.43
0;0.151806452;0;0;0;11.15
0.036945;0.16316129;0;0;0;11.14
0.134145;0.149870968;0;0;0;11.6
0.3313275;0.17216129;0;0;0;11.65
0.51018;0.23716129;0;0;0;12.08
0.633495;0.238354839;0;0;0;12.51
0.7371825;0.193677419;0;0;0;13.51
0.80262;0.165580645;0;0;0;14.41
0.775365;0.199612903;0;0;0;15.41
0.4067625;0.218870968;0;0;0;16.37
0.0437325;0.206741935;0;0;0;16.84
0.324375;0.169225806;0;0;0;17.19
0.2486925;0.155709677;0;0;0;17.14
0.0808425;0.173709677;0;0;0;16.76
0.0050925;0.167903226;0;0;0;16.22
0;0.274387097;0;0;0;14.8
0;0.300419355;0;0;0;13.68
0;0.294967742;0;0;0;13.12
0;0.220483871;0;0;0;12.31
0;0.211;0;0;0;11.41
0;0.184903226;0;0;0;10.72
0;0.159193548;0;0;0;10.29
0;0.150032258;0;0;0;9.99
0;0.148677419;0;0;0;9.82
0;0.153580645;0;0;0;9.39
0.0363075;0.149451613;0;0;0;9.89
0.15915;0.155096774;0;0;0;12.53
0.339345;0.217225806;0;0;0;14.96
0.510405;0.194806452;0;0;0;15.72
0.65739;0.206064516;0;0;0;16.44
0.757185;0.202935484;0;0;0;17.51
0.801705;0.203516129;0;0;0;18.35
0.78357;0.250387097;0;0;0;18.89
0.362475;0.228225806;0;0;0;19.54
0.4838325;0.238741935;0;0;0;20.25
0.4239525;0.207129032;0;0;0;20.41
0.247155;0.210516129;0;0;0;20.13
0.082725;0.273225806;0;0;0;19.9
0.0146475;0.228225806;0;0;0;19.19
0;0.321193548;0;0;0;18.6
0;0.289387097;0;0;0;18.08
0;0.304;0;0;0;17.36
0;0.274354839;0;0;0;16.65
0;0.229806452;0;0;0;16.18
0;0.182129032;0;0;0;15.31
0;0.147258065;0;0;0;14.17
0;0.143419355;0;0;0;12.87
0;0.13883871;0;0;0;11.01
0;0.137483871;0;0;0;9.76
0.039495;0.146677419;0;0;0;10.19
0.1335675;0.144645161;0;0;0;13.37
0.2525625;0.219;0;0;0;17.28
0.3381075;0.218451613;0;0;0;18.92
0.3526575;0.168483871;0;0;0;20.29
0.2828625;0.232258065;0;0;0;21.77
0.4199025;0.223225806;0;0;0;23.01
0.54234;0.258193548;0;0;0;24.07
0.62937;0.324935484;0;0;0;24.78
0.5333475;0.355870968;0;0;0;24.86
0.4278;0.272516129;0;0;0;24.38
0.2326725;0.206806452;0;0;0;23.93
0.081465;0.174516129;0;0;0;24.07
0.01401;0.239290323;0;0;0;23.3
0;0.334129032;0;0;0;22.23
0;0.338903226;0;0;0;19.69
0;0.393645161;0;0;0;17.05
0;0.277483871;0;0;0;13.9
0;0.234290323;0;0;0;15.19
0;0.180645161;0;0;0;14.12
0;0.143870968;0;0;0;13.5
0;0.120516129;0;0;0;13.03
0;0.153516129;0;0;0;12.44
0;0.161225806;0;0;0;11.94
0.0114675;0.154129032;0;0;0;11.72
0.15138;0.161387097;0;0;0;11.76
0.3402;0.167580645;0;0;0;12.7
0.5032125;0.178645161;0;0;0;12.77
0.6439875;0.233741935;0;0;0;12.98
0.7155675;0.235451613;0;0;0;13.49
0.639735;0.24316129;0;0;0;14.04
0.747945;0.350258065;0;0;0;15.69
0.6948825;0.235290323;0;0;0;16.7
0.563025;0.261354839;0;0;0;17.41
0.3675525;0.228258065;0;0;0;17.68
0.2355825;0.168193548;0;0;0;17.62
0.08487;0.208483871;0;0;0;17.11
0.01656;0.20883871;0;0;0;16.35
0;0.391645161;0;0;0;15.36
0;0.500741935;0;0;0;14.23
0;0.293225806;0;0;0;13.77
0;0.278774194;0;0;0;13.54
0;0.206290323;0;0;0;13.23
0;0.195741935;0;0;0;12.42
0;0.161645161;0;0;0;11.88
0;0.154580645;0;0;0;12.33
0;0.152290323;0;0;0;12.97
0;0.156774194;0;0;0;13.06
0.0363075;0.149;0;0;0;13.12
0.16185;0.174967742;0;0;0;13.59
0.3395025;0.201419355;0;0;0;14.94
0.5089875;0.208032258;0;0;0;16.14
0.6476775;0.152870968;0;0;0;17.32
0.7486125;0.175580645;0;0;0;18.35
0.78753;0.186677419;0;0;0;19.35
0.7731;0.232290323;0;0;0;20.37
0.6986475;0.210193548;0;0;0;20.66
0.5817975;0.216322581;0;0;0;20.99
0.4221;0.221129032;0;0;0;21.1
0.2487375;0.170516129;0;0;0;21.04
0.084015;0.178709677;0;0;0;20.93
0.0171975;0.228483871;0;0;0;20.53
0;0.35416129;0;0;0;20.12
0;0.344096774;0;0;0;19.32
0;0.350677419;0;0;0;18.55
0;0.316903226;0;0;0;16.64
0;0.19683871;0;0;0;14.86
0;0.140548387;0;0;0;13.5
0;0.121290323;0;0;0;12.54
0;0.118483871;0;0;0;11.86
0;0.117741935;0;0;0;11.6
0;0.121580645;0;0;0;11.12
0.0375825;0.118483871;0;0;0;11.65
0.113835;0.150064516;0;0;0;14.73
0.30888;0.193225806;0;0;0;18.51
0.4795875;0.225741935;0;0;0;20.09
0.5689425;0.267516129;0;0;0;21.35
0.702375;0.220548387;0;0;0;22.64
0.7611375;0.189870968;0;0;0;23.68
0.710565;0.192548387;0;0;0;24.51
0.56355;0.244129032;0;0;0;24.85
0.175275;0.195741935;0;0;0;24.21
0.3664275;0.211548387;0;0;0;24.12
0.2055825;0.19683871;0;0;0;23.92
0.087045;0.204419355;0;0;0;23.54
0.01656;0.31216129;0;0;0;23.47
0;0.350483871;0;0;0;19.35
0;0.340580645;0;0;0;17.99
0;0.301516129;0;0;0;18.02
0;0.264903226;0;0;0;16.93
0;0.220096774;0;0;0;15.15
0;0.197193548;0;0;0;14.24
0;0.170193548;0;0;0;13.94
0;0.146451613;0;0;0;13.13
0;0.147741935;0;0;0;12.9
0;0.172870968;0;0;0;12.92
0.0401325;0.147645161;0;0;0;13.19
0.159615;0.156870968;0;0;0;14.96
0.3335625;0.168709677;0;0;0;18.76
0.48504;0.224193548;0;0;0;20.7
0.6432675;0.159806452;0;0;0;21.91
0.7473375;0.206516129;0;0;0;22.57
0.7825875;0.182;0;0;0;23.39
0.7682175;0.21116129;0;0;0;24.07
0.6940425;0.175677419;0;0;0;24.41
0.57516;0.244774194;0;0;0;24.39
0.4201875;0.237580645;0;0;0;24.08
0.2466;0.217193548;0;0;0;23.11
0.085965;0.17516129;0;0;0;21.84
0.01911;0.222193548;0;0;0;21.05
0;0.29716129;0;0;0;21.71
0;0.360741935;0;0;0;20.46
0;0.317290323;0;0;0;20.01
0;0.28316129;0;0;0;19.3
0;0.187612903;0;0;0;18.64
0;0.16683871;0;0;0;16.9
0;0.160290323;0;0;0;14.97
0;0.146677419;0;0;0;13.46
0;0.140064516;0;0;0;12
0;0.126;0;0;0;11.28
0.045225;0.17;0;0;0;11.7
0.1537275;0.150903226;0;0;0;15.41
0.29964;0.220451613;0;0;0;19.49
0.37179;0.200806452;0;0;0;21.38
0.356445;0.24683871;0;0;0;22.6
0.3401175;0.170225806;0;0;0;23.58
0.3316875;0.149548387;0;0;0;24.28
0.3719925;0.220903226;0;0;0;24.56
0.453705;0.186290323;0;0;0;24.7
0.25188;0.233870968;0;0;0;23.13
0.1499775;0.237419355;0;0;0;22.61
0.0437325;0.242967742;0;0;0;22.24
0.0795525;0.158612903;0;0;0;20.45
0.0044625;0.165032258;0;0;0;18.63
0;0.338806452;0;0;0;21.04
0;0.349677419;0;0;0;19.57
0;0.365322581;0;0;0;17.4
0;0.294870968;0;0;0;16.37
0;0.252290323;0;0;0;14.8
0;0.170387097;0;0;0;13.92
0;0.156064516;0;0;0;13.25
0;0.146354839;0;0;0;14.15
0;0.135290323;0;0;0;14.33
0;0.145870968;0;0;0;12.88
0.0458625;0.139096774;0;0;0;12.63
0.1342575;0.164935484;0;0;0;14.49
0.307185;0.23216129;0;0;0;16.68
0.42321;0.206645161;0;0;0;17.54
0.3835125;0.214064516;0;0;0;18.53
0.2115825;0.160483871;0;0;0;19.44
0.22482;0.150677419;0;0;0;18.96
0.1441875;0.203709677;0;0;0;19.7
0.2731275;0.167677419;0;0;0;20.35
0.249525;0.247677419;0;0;0;20
0.132645;0.200354839;0;0;0;18.94
0.2471325;0.19716129;0;0;0;18.8
0.085785;0.211612903;0;0;0;18.44
0.0197475;0.225741935;0;0;0;18.03
0;0.377677419;0;0;0;17.49
0;0.310903226;0;0;0;17.08
